id,explain/emotion,true/false,showing picture or not,user answer,user response,response time
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,TRUE,FALSE,suspicious,180.91
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,TRUE,FALSE,suspicious,198.22
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,TRUE,TRUE,Fun,231.06
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,FALSE,FALSE,suspicious,244.58
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,FALSE,FALSE,suspicious,251.86
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,FALSE,FALSE,suspicious,265.75
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,TRUE,TRUE,fun,284.62
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,FALSE,FALSE,suspicious,298.74
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,FALSE,FALSE,suspicious,308.94
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,TRUE,FALSE,suspicious,317.07
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,FALSE,TRUE,fun,328.38
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,TRUE,FALSE,suspicious,342.51
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,FALSE,FALSE,suspicious,357.91
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,TRUE,FALSE,TRUE,interesting,369.53
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,TRUE,FALSE,like this color :),28.6
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,TRUE,TRUE,really?,48.05
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,TRUE,TRUE,My eyelashes often fall out,82.14
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,FALSE,TRUE,TRUE,90.17
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,FALSE,FALSE,"not sure

",103.62
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,FALSE,FALSE,no idea,114.03
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,TRUE,TRUE,I haven't watched Star Wars,151.95
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,TRUE,TRUE,not sure,163.11
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,TRUE,FALSE,what is hallucinogen,181.18
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,FALSE,FALSE,maybe not this one?,203.12
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,FALSE,TRUE,hate mosquitos,216.28
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,FALSE,FALSE,no idea,228.16
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,TRUE,FALSE,I don't think so,241.65
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,FALSE,FALSE,TRUE,I want to major in wine,264.41
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,FALSE,FALSE,weird,273.53
fedfe645-408b-44f8-bec8-d5d55a7d811d,Emotion,TRUE,TRUE,TRUE,British people like tea,305.92
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,TRUE,TRUE,Explains the sweet taste...,9.93
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,FALSE,TRUE,Makes me guilty of cutting grass,63.37
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,TRUE,TRUE,Yes! This is true! I recently read about evolution & I believe we share 60% of our DNA with the honorable fruit.,100.44
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,FALSE,TRUE,I guess it makes sense...cause flutter is a word associated with butterflies,131.18
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,FALSE,FALSE,Makes me feel curious but I think it's false. I guess that's why Hedwig is not Scottish : ),213.31
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,TRUE,FALSE,"It makes me feel weird, I don't their size would allow it...",231.3
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,FALSE,TRUE,"Makes me wonder, ""Lucky them""",254.9
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,FALSE,TRUE,Fascinated!!,263.81
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,FALSE,FALSE,"Too good to be true & makes me feel, ""how I wish that were true""",304.01
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,TRUE,TRUE,Makes me feel like I should be more respectful to bees....,339.15
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,FALSE,TRUE,"Yes, I think this is true! Makes me feel that animals too are unique.",362.17
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,TRUE,TRUE,Makes me feel sad....there are so many who smoke on our campus...,386.88
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,FALSE,TRUE,I'm impressed.,397.69
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,TRUE,TRUE,"If a dragon can be on the flag of Wales, I don't see why not : ) Make me feel imaginative. ",422.2
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,TRUE,TRUE,TRUE,I guess it is true because of the picture...makes me feel adventurous.,458.61
fd65a4ec-3179-454b-a39c-95bebdd3e519,Emotion,FALSE,TRUE,FALSE,"Nah, I think it's red....red is associated with danger, love & anger. Makes me feel that we label things more than we think. ",527.48
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,FALSE,TRUE,might heard it before,20.34
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,FALSE,TRUE,Based on guess,64.34
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,TRUE,TRUE,idk,78.6
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,FALSE,TRUE,Cant remember,100.34
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,FALSE,FALSE,idk,108.01
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,TRUE,TRUE,Interesting,116.83
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,TRUE,TRUE,.,126.54
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,FALSE,FALSE,really?,140.31
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,FALSE,TRUE,wow,147.3
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,TRUE,FALSE,interesting,156.36
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,TRUE,FALSE,idk,163.93
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,TRUE,TRUE,.,171.13
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,FALSE,FALSE,.,178.58
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,TRUE,TRUE,.,183.27
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,TRUE,TRUE,TRUE,.,189.47
c49ac89d-9c77-4826-9e80-4ac7531060e8,Emotion,FALSE,FALSE,TRUE,.,195.68
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,FALSE,FALSE,"tryptophan does not cause sleepiness
",58.39
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,TRUE,FALSE,"They've no flavor
",71.37
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,TRUE,TRUE,It sounds like what Star Wars directors would do.,116.27
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,TRUE,TRUE,大香蕉~一条大香蕉~你的感觉真的很奇妙~,149.94
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,TRUE,TRUE,BrE and AmE,170.84
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,FALSE,FALSE,Are cows that intelligent?,190.73
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,TRUE,TRUE,I think they are tough like that.,216.19
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,FALSE,TRUE,It sounds reasonable. Coffee beans are preservable.,258.19
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,FALSE,TRUE,That can explain why cola was once used for anesthetics.,415.38
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,FALSE,FALSE,No way,429.81
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,FALSE,TRUE,Yes they are hybrid,478.27
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,TRUE,TRUE,It smells like when it withers.,513.56
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,FALSE,TRUE,Grapes are not that waterish.,556.65
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,TRUE,TRUE,I've never seen she closed her eyes.,588.33
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,FALSE,TRUE,TRUE,二维马,609.33
275a66f1-5572-40ed-b551-93ca047c81bd,Explain,TRUE,FALSE,TRUE,Cause they are British gentlemen!,644.14
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,TRUE,FALSE,think there are smaller sharks?,40.03
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,TRUE,FALSE,Feels impossible,63.43
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,TRUE,FALSE,Not sure,81.01
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,FALSE,TRUE,What I’ve been told,104.26
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,FALSE,TRUE,I would totally believe it,117.96
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,FALSE,FALSE,Not very likely…,136.78
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,TRUE,FALSE,Can be many varieties,152.67
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,FALSE,FALSE,Not sure,162.17
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,FALSE,TRUE,Think I heard this before,173.97
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,TRUE,TRUE,Heard similar things,186.46
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,FALSE,FALSE,Feels unlikely,207.62
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,TRUE,TRUE,By millimeters?,226.62
29171fb4-5467-4919-ac0c-4847852278c2,Explain,TRUE,FALSE,TRUE,I would believe it,244.65
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,TRUE,FALSE,Not familiar,260.12
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,FALSE,TRUE,Guess it’s like human,276.77
29171fb4-5467-4919-ac0c-4847852278c2,Explain,FALSE,TRUE,TRUE,Can be true?,289.11
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,FALSE,TRUE,It makes me feel alright I suppose,23.93
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,FALSE,TRUE,It makes me feel awesome,39
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,TRUE,FALSE,It makes me feel like that you are testing my intelligence,75.84
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,FALSE,TRUE,Cool I suppose,88.85
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,TRUE,TRUE,Easiest question ever,100.61
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,TRUE,FALSE,It makes me feel awesome I guess,114.28
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,FALSE,FALSE,"Jam is jam, jelly is jelly ",127.57
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,TRUE,FALSE,She has very thin eyebrows .,144.91
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,FALSE,FALSE,Unicorns aren’t real 😭🙏🏼,156.39
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,FALSE,TRUE,I guess so,164.85
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,FALSE,TRUE,TRUE,169.52
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,FALSE,FALSE,"No, Moon big as hell, Australia tiny ",196.98
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,TRUE,TRUE,I don’t know to be honest,236.45
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,TRUE,TRUE,True . I agree with this statement,250.69
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,FALSE,TRUE,TRUE,Yes,257.24
e3fe5763-facf-4b53-bd60-e4158b6601e2,Emotion,TRUE,TRUE,FALSE,No idea to be honest,278.5
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,TRUE,FALSE,"Nothing, basically guessing the answer",107.6
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,FALSE,TRUE,Kinda true?,133.26
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,TRUE,FALSE,Interesting,154.26
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,TRUE,FALSE,Funny,164.9
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,FALSE,TRUE,wow,175.98
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,TRUE,FALSE,It's for food or household use.,263.49
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,FALSE,FALSE,cool!,272.42
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,TRUE,FALSE,Interesting,295.19
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,FALSE,FALSE,I will google it,310.02
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,FALSE,TRUE,highly agree,325.68
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,FALSE,FALSE,they seems having a lot,345.99
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,FALSE,TRUE,Felt like I heart this before,375.09
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,TRUE,TRUE,TRUE,That's cute,385.57
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,TRUE,FALSE,I don't think so,425.77
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,FALSE,FALSE,"There's still some difference, I think",453.18
2c47efed-42f4-4c07-8bc4-6471a3402055,Emotion,FALSE,TRUE,TRUE,At least that's how the store categorize them.,477.36
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,FALSE,FALSE,"I imagine they have simpler ways to identify each other like smell, etc. ",38.61
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,TRUE,TRUE,I have never heard of sharks eating plant life.,56.69
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,FALSE,TRUE,"Mine fall out regularly but not very regularly, so this timeline makes sense. ",75.11
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,FALSE,FALSE,I think this is like an Instagram meme?,92.6
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,TRUE,FALSE,I think that’s a Disney thing from Dumbo.,108.15
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,TRUE,TRUE,Yes.,118.48
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,TRUE,TRUE,"Sure, why not. ",129.84
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,TRUE,FALSE,Aren’t they a result of interbreeding between citrons and something? So rare mutation would be less accurate than “selected mutation”,171.68
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,FALSE,FALSE,Idk.,179.55
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,FALSE,TRUE,"That makes sense, they have just been cut. ",191.55
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,FALSE,TRUE,"Sure, why not. ",201.53
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,TRUE,FALSE,I guess tree nuts and ground nuts being different categories is why I’m saying false?,225.2
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,FALSE,FALSE,"I have eaten Froot Loops, they are not different flavors. ",245.21
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,FALSE,TRUE,FALSE,Seems hard to prove.,254.07
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,TRUE,TRUE,I can imagine their finger pads having something like that.,268.37
6b2d389b-67b2-4802-bb97-9f820dcb51ef,Explain,TRUE,FALSE,FALSE,That just sounds stupid.,276.33
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,FALSE,FALSE,surprised if true,21.09
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,TRUE,TRUE,humored,31.9
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,TRUE,FALSE,if this is true i would feel that was goofy,46.98
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,TRUE,TRUE,intrigued,57.7
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,FALSE,TRUE,makes me interested about chameleons,85.39
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,TRUE,TRUE,intrigued if pistachios aren't actually nuts,112.02
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,TRUE,TRUE,outraged--jam and jelly are different,148.25
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,FALSE,FALSE,impressed if true,173.62
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,FALSE,FALSE,amused,181.76
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,FALSE,TRUE,unsettled,193.67
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,TRUE,TRUE,nostalgic,209.46
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,FALSE,FALSE,humored,214.89
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,FALSE,FALSE,freaked out,224.13
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,TRUE,TRUE,scared,231.88
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,FALSE,FALSE,TRUE,nostalgic,239.08
1e0bd639-f749-4f86-9007-f235c908a321,Emotion,TRUE,TRUE,FALSE,surprised,245.82
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,TRUE,FALSE,Not really possible for making tea,36.35
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,FALSE,FALSE,I didn’t see any evidence of that,53.89
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,FALSE,FALSE,"In my memory, she had eyebrows",74.75
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,FALSE,TRUE,May see some videos about this but not sure if it’s true,110.64
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,TRUE,FALSE,Not all animals behave like humans,126.11
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,FALSE,TRUE,.,145.86
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,FALSE,FALSE,Don’t know,166.62
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,TRUE,TRUE,"As time goes on, this percentage should go up",191.43
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,TRUE,FALSE,There is no unicorn in real world,205.22
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,TRUE,FALSE,?,214.46
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,FALSE,FALSE,The cause of unique stripe pattern does not necessarily due to identification,259.62
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,TRUE,TRUE,Maybe,278.93
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,TRUE,FALSE,Not only one,297.55
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,TRUE,FALSE,No idea,312.85
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,TRUE,FALSE,TRUE,Yes,322.56
8da8a563-8bf3-4789-bd73-b8321aef64c3,Explain,FALSE,FALSE,TRUE,"Maybe, had seen some pics in history books",352.87
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,TRUE,FALSE,They know how they feel.,33.5
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,FALSE,FALSE,the same weight of all the humans on Earth is the same weight as the same weight of all ants on earth.,76.95
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,TRUE,FALSE,This is not a bonnethead shark.,112.75
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,FALSE,FALSE,It was made out of glass.,143.81
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,TRUE,FALSE,In Olde-English.,171.26
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,FALSE,TRUE,Yes.,213.41
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,TRUE,TRUE,“I think that is a thing actually. Isn’t that an interesting theory?”,298.55
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,FALSE,FALSE,It is not wider than the moon.,316.23
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,FALSE,TRUE,They were crafty back then.,329.56
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,TRUE,TRUE,Bees are also sad.,428.7
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,FALSE,TRUE,Human boy.,448.63
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,TRUE,TRUE,Brat.,461.63
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,TRUE,TRUE,makes sense .,474.04
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,TRUE,FALSE,wgat),505.36
af178a4f-efb1-4469-9b22-121d99b29568,Explain,FALSE,FALSE,FALSE,it has the bits.,552.97
af178a4f-efb1-4469-9b22-121d99b29568,Explain,TRUE,FALSE,TRUE,This has to be true,576.82
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,TRUE,TRUE,amazing,40.84
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,FALSE,FALSE,I know panda bear has 42 teeth,201.1
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,FALSE,TRUE,I think it is obvious,305.9
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,TRUE,TRUE,"I don’t know about that.
if it’s true,  it is interesting.",378.15
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,FALSE,FALSE,I think it has many origins.,508.01
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,TRUE,TRUE,I think it may be true.,558.88
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,FALSE,TRUE,"I have heard about that, maybe",606.58
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,FALSE,TRUE,I know it,731.19
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,TRUE,TRUE,I know it.,766.4
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,TRUE,FALSE,I think it is fantasy animal.,828.43
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,TRUE,TRUE,I think so.,887.35
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,TRUE,FALSE,it’s not legume.,971.42
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,FALSE,TRUE,I know it.,999.1
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,TRUE,FALSE,"turky does contain tryptophan, and it causes good sleep, but not tiredness.",1124.73
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,FALSE,FALSE,FALSE,jam and jelly is obviously different from each other.,1220.59
19600225-cfa1-438c-91ba-60bb3f08d6a0,Emotion,TRUE,FALSE,FALSE,I don’t  think it’s true. human weight is much heavier than that of ants.,1378.17
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,FALSE,FALSE,these are completely different because  the route is another.,59.34
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,TRUE,TRUE,for my intuition,73.32
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,FALSE,FALSE,for my intuition,132.22
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,FALSE,FALSE,generally male workers are paid more than female workers.,182.14
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,FALSE,TRUE,i know it because i see this information on tv,257.49
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,FALSE,FALSE,for my intuition,303.53
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,FALSE,FALSE,because Leonard da vinci drew it and he neve make such  mistake,412.74
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,TRUE,TRUE,British love tea.,480.8
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,FALSE,FALSE,for my intuition,514.13
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,TRUE,FALSE,Isn't it anagram？,626.56
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,TRUE,TRUE,"To make wine, large amount of grapes are necessary.",670.64
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,TRUE,FALSE,Plants don't feel pain,739.22
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,TRUE,TRUE,for my intuition,757.39
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,TRUE,TRUE,i heard it on tv.,785.22
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,TRUE,FALSE,TRUE,I'v just konwn it in my school,868.23
00e83a7f-b11c-41d8-95a7-4aab8a1e0d17,Explain,FALSE,TRUE,TRUE,I heard it on tv,887.94
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,FALSE,FALSE,TRUE,100% correct,19.73
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,TRUE,TRUE,FALSE,"i think
",32.6
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,FALSE,TRUE,FALSE,"80% correct
",44.49
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,TRUE,TRUE,TRUE,would be cool if true,58.88
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,TRUE,FALSE,FALSE,confident,72.36
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,TRUE,TRUE,FALSE,i hope it's false !,84.19
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,FALSE,FALSE,FALSE,not sure what a macaque is,100.34
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,FALSE,FALSE,TRUE,i can see this happening,113.67
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,TRUE,TRUE,TRUE,80% sure,128.25
590af72a-2e9a-46b2-a3f5-24a61b78acd7,Emotion,TRUE,FALSE,TRUE,wow would be crazy if it is true so i hope it is !,148.96
